characters_araber;Araber_verkleidet
spokentexts_a01_grossraumwagon_brieftasche_ex_3_st_1;Hey! What are you doing there?
sequences_a01_grossraumwagon_brieftasche_ex_3#5;[Ohi stands there with the wallet in his hand (idle).]
spokentexts_a01_grossraumwagon_brieftasche_ex_3_st_2;I was taking your case for safe keeping, since it was left here unattended. When I picked it up, the cover unlatched...
spokentexts_a01_grossraumwagon_brieftasche_ex_3_st_3_direction;angry
spokentexts_a01_grossraumwagon_brieftasche_ex_3_st_3;I never leave my violin unattended!
spokentexts_a01_grossraumwagon_brieftasche_ex_3_st_4;Ah! Then no one else could have put this purse in your case?
spokentexts_a01_grossraumwagon_brieftasche_ex_3_st_5_direction;insecure, confused
spokentexts_a01_grossraumwagon_brieftasche_ex_3_st_5;Ehmm... someone must have snuck it in. Like you!
spokentexts_a01_grossraumwagon_brieftasche_ex_3_st_6;Ah ha for sure. And you have a pistol in the case because...
spokentexts_a01_grossraumwagon_brieftasche_ex_3_st_7_direction;angry
spokentexts_a01_grossraumwagon_brieftasche_ex_3_st_7;I don't owe you an explanation! It's mine... I have a gun license!
spokentexts_a01_grossraumwagon_brieftasche_ex_3_st_8;Now take the damned purse to the baroness and leave me in peace.
spokentexts_a01_grossraumwagon_brieftasche_ex_3_st_9;It won't be that easy. I'll report the incident to the Italian authorities in Venice.
spokentexts_a01_grossraumwagon_brieftasche_ex_3_st_10_direction;hissing angrily
spokentexts_a01_grossraumwagon_brieftasche_ex_3_st_10;Just get lost!
spokentexts_a01_grossraumwagon_brieftasche_ex_4_st_1;No. It's bad manners to go through other people's private documents.
sequences_a01_grossraumwagon_brieftasche_use_03#1;[Ohi is the transition in the lounge wagon and searched there the wallet]
sequences_a01_grossraumwagon_brieftasche_use_03#5;[Ohi pulls out the wallet and looks inside.]
spokentexts_a01_grossraumwagon_brieftasche_use_1_st_1;It's really not what a gentleman would do, and if the baroness finds out, she'd have good reason to call me dishonest.
spokentexts_a01_grossraumwagon_brieftasche_use_1_st_2;But there's more at stake than a stolen purse and it may contain important information.
sequences_a01_grossraumwagon_brieftasche_use_1#3;[Ohi pulls out the wallet, and opens it.]
sequences_a01_grossraumwagon_brieftasche_use_1#4;"[It is switched to the Closeup Scene ""wallet"".]"
sequences_a01_grossraumwagon_brieftasche_use_2#1;[Ohi pulls out the wallet, and opens it.]
sequences_a01_grossraumwagon_brieftasche_use_2#2;"[It is switched to the Closeup Scene ""wallet"".]"
texts_a01_grossraumwagon_fenster_mo_betrachte_1;Look out the window
texts_a01_grossraumwagon_fenster_mo_ex_3;Examine the open window
texts_a01_grossraumwagon_fenster_mo_use_1__4;Open the window
texts_a01_grossraumwagon_fenster_mo_use_2__3;Close the window
texts_a01_grossraumwagon_fenster_mo_used_mit_zahnstocher;Put a toothpick in the runner
texts_a01_grossraumwagon_fenster_seq_choice_fenster_offen_lassen_title;The window stays open!
spokentexts_a01_grossraumwagon_fenster_seq_choice_fenster_offen_lassen_st_1;You're not alone on this train. I want the window open.
sequences_a01_grossraumwagon_fenster_seq_choice_fenster_offen_lassen#1;[The Geiger gets up, walks to the window.]
spokentexts_a01_grossraumwagon_fenster_seq_choice_fenster_offen_lassen_st_2;Swiss politeness doesn't seem to be what it used to be!
sequences_a01_grossraumwagon_fenster_seq_choice_fenster_offen_lassen#3;[The Geiger slams the window demonstratively.]
spokentexts_a01_grossraumwagon_fenster_seq_choice_fenster_offen_lassen_st_3;I'm not gong to catch a cold because of you! Go somewhere else if you don't like it!
sequences_a01_grossraumwagon_fenster_seq_choice_fenster_offen_lassen#5;[The Geiger goes back to his seat.]
texts_a01_grossraumwagon_fenster_seq_choice_fenster_zu_machen_title;Close the window
spokentexts_a01_grossraumwagon_fenster_seq_choice_fenster_zu_machen_st_1;I'm sorry, my fellow.
sequences_a01_grossraumwagon_fenster_seq_choice_fenster_zu_machen#1;[Ohi closes the window.]
spokentexts_a01_grossraumwagon_fenster_ex_1_st_1;We Swiss are crazy about trains!
spokentexts_a01_grossraumwagon_fenster_ex_1_st_2;We don't just have a lot of railroads we have the most beautiful ones in the world!
sequences_a01_grossraumwagon_fenster_use_1#1;[Ohi opens the window.]
sequences_a01_grossraumwagon_fenster_use_1#2;[Cut to the Geiger.]
sequences_a01_grossraumwagon_fenster_use_1#3;[The Geiger looks dreamily out the window. Suddenly something seems to bother him a bit. He looks around, then discovers Ohi at the window.]
spokentexts_a01_grossraumwagon_fenster_use_1_st_1;Would you be so kind as to close the window? I don't want to sit in a draft.
spokentexts_a01_grossraumwagon_fenster_use_1_st_2;Oh, pardon me.
sequences_a01_grossraumwagon_fenster_use_1#6;[Ohi closes the window.]
spokentexts_a01_grossraumwagon_fenster_use_2_st_1;I have no reason to bother the violinist. He can stay in the stuffy air if he prefers. 
sequences_a01_grossraumwagon_fenster_use_3#1;[Ohi opens the window.]
spokentexts_a01_grossraumwagon_fenster_use_3_st_1;Would you be so kind as to close the window?
spokentexts_a01_grossraumwagon_fenster_use_3_st_2;No. I'd like some fresh air.
spokentexts_a01_grossraumwagon_fenster_use_3_st_3;But I wouldn't. I don't want to catch a cold.
spokentexts_a01_grossraumwagon_fenster_use_3_st_4;What are you doing? Didn't I make myself clear? THE WINDOW STAYS CLOSED!
spokentexts_a01_grossraumwagon_fenster_use_4_st_1;That makes no sense. The violinist would close the window immediately and I wouldn't have enough time to search his violin case.
sequences_a01_grossraumwagon_fenster_used_mit_zahnstocher_1#1;[Ohi opens the window, puts the toothpick in the scroll bar.]
spokentexts_a01_grossraumwagon_fenster_used_mit_zahnstocher_1_st_1;The tip of the toothpick is stuck between the window and the runner!
spokentexts_a01_grossraumwagon_fenster_used_mit_zahnstocher_1_st_6;What nerve! I'll complain to your superiors!
sequences_a01_grossraumwagon_fenster_used_mit_zahnstocher_1#12;[The Geiger gets up, walks to the window, wants to close it. It's stuck. He fights around with the window, but he can not close.]
sequences_a01_grossraumwagon_fenster_used_mit_zahnstocher_1#13;[The player takes control.]
texts_a01_grossraumwagon_geige_mo_1;Examine the violin
spokentexts_a01_grossraumwagon_geige_ex_1_st_1;I don't know anything about violins. It may very well be a very expensive violin... or not.
texts_a01_grossraumwagon_geigenkoffer_mo_ex_1-3;Examine the violin case
texts_a01_grossraumwagon_geigenkoffer_mo_use_1__2;Search the violin case
spokentexts_a01_grossraumwagon_geigenkoffer_ex_1_st_1;The violin case looks pretty old. But that doesn't say anything about the quality of the violin.
spokentexts_a01_grossraumwagon_geigenkoffer_ex_1_st_2;The best violins are often in the oldest cases.
spokentexts_a01_grossraumwagon_geigenkoffer_ex_2_st_1;I doubt the violinist will let me have a look in his case!
sequences_a01_grossraumwagon_geigenkoffer_ex_2#2;"[Now will start the current ""talk with"" sequence.]"
spokentexts_a01_grossraumwagon_geigenkoffer_ex_3_st_1;I think the violinist is hiding something.
spokentexts_a01_grossraumwagon_geigenkoffer_ex_3_st_2;But to be sure that Matt was right, I have to get a look in the violin case.
spokentexts_a01_grossraumwagon_geigenkoffer_ex_3_st_3;How can I do that without the violinist's consent?
sequences_a01_grossraumwagon_geigenkoffer_use_1#1;[Cut to the suitcase (so you can not see the Geiger).]
sequences_a01_grossraumwagon_geigenkoffer_use_1#2;[Ohi grabs the suitcase.]
spokentexts_a01_grossraumwagon_geigenkoffer_use_1_st_1_direction;reproachfully
spokentexts_a01_grossraumwagon_geigenkoffer_use_1_st_1;Can I help you?
sequences_a01_grossraumwagon_geigenkoffer_use_1#4;[Ohi gets startled.]
sequences_a01_grossraumwagon_geigenkoffer_use_1#5;[Cut to a long shot.]
spokentexts_a01_grossraumwagon_geigenkoffer_use_1_st_2;I'm just admiring the beautiful violin case.
spokentexts_a01_grossraumwagon_geigenkoffer_use_1_st_3_direction;cranky
spokentexts_a01_grossraumwagon_geigenkoffer_use_1_st_3;Let me by, please.
sequences_a01_grossraumwagon_geigenkoffer_use_1#8;[Ohi goes one step to the side, the Geiger sits down.]
spokentexts_a01_grossraumwagon_geigenkoffer_use_1_st_4;And the window stays closed from now on!
sequences_a01_grossraumwagon_geigenkoffer_use_1#10;[Ohi turns away, goes one or two steps.]
spokentexts_a01_grossraumwagon_geigenkoffer_use_1_st_5;It doesn't take long enough to close the window.
sequences_a01_grossraumwagon_geigenkoffer_use_2#1;[Ohi opens the violin case]
texts_a01_grossraumwagon_herztabletten_mo_inventar;Pills
spokentexts_a01_grossraumwagon_herztabletten_ex_1_st_1;Pills for my... Heart..
spokentexts_a01_grossraumwagon_herztabletten_ex_1_st_2;I'm supposed to take one if I have trouble.
spokentexts_a01_grossraumwagon_herztabletten_ex_1_st_4;My daughter insisted that I take them with me. She was strongly against this little adventure.
spokentexts_a01_grossraumwagon_herztabletten_ex_1_st_5;But I wasn't about to change my mind.
texts_a01_grossraumwagon_krimi_mo_ex_1__2;Examine the book
texts_a01_grossraumwagon_krimi_mo_inventar_1-3;Detective story
texts_a01_grossraumwagon_krimi_mo_take_1;Take the book
spokentexts_a01_grossraumwagon_krimi_ex_1_st_1;The Vicarage in the Mirror. A detective novel by my favorite author, Lady Clarissa Westmacott.
spokentexts_a01_grossraumwagon_krimi_ex_1_st_2;Who would have ever thought that I would meet her in person!
spokentexts_a01_grossraumwagon_krimi_ex_1_st_3;For years now I've been trying to convince my theater group to stage one of her plays.
spokentexts_a01_grossraumwagon_krimi_ex_2_st_1;I'll leave it there.
spokentexts_a01_grossraumwagon_krimi_ex_2_st_2;I'll pick it up before I get off.
spokentexts_a01_grossraumwagon_krimi_ex_3_st_1;I like the book!
spokentexts_a01_grossraumwagon_krimi_ex_3_st_2;It describes life in a small English village. The characters are lifelike and you can tell that it's based on the author's own experiences.
spokentexts_a01_grossraumwagon_krimi_ex_4_st_1_direction;reads proudly
spokentexts_a01_grossraumwagon_krimi_ex_4_st_1;"""For brave Constable Anton Jakob Zellner, whose time shall surely come."""
spokentexts_a01_grossraumwagon_krimi_ex_4_st_2_direction;reads proudly
spokentexts_a01_grossraumwagon_krimi_ex_4_st_2;"""Clarissa Westmacott, DBE."""
spokentexts_a01_grossraumwagon_krimi_ex_5_st_1;An autograph from Clarissa Westmacott!
spokentexts_a01_grossraumwagon_krimi_ex_5_st_2;That's not something that happens every day! She's very reserved-unapproachable, they say.
spokentexts_a01_grossraumwagon_krimi_take_1_st_1;Should... Should I ask for an autograph?
spokentexts_a01_grossraumwagon_krimi_take_1_st_2;That would be quite unprofessional... But on the other hand...
sequences_a01_grossraumwagon_krimi_take_1#3;[Öhi takes the book with him.]
texts_a01_grossraumwagon_pistole_mo_1;Examine the pistol
spokentexts_a01_grossraumwagon_pistole_ex_1_st_1_direction;whistles
spokentexts_a01_grossraumwagon_pistole_ex_1_st_1;Well.
spokentexts_a01_grossraumwagon_pistole_ex_1_st_2;That's not what you expect to find in a violin case...
spokentexts_a01_grossraumwagon_pistole_ex_1_st_3;An old one but probably still fully functional.
texts_a01_grossraumwagon_portemonnaie_mo_inventar;Wallet
spokentexts_a01_grossraumwagon_portemonnaie_ex_1_st_1;I bought it last week at a flea market. I like it because it tells a story.
spokentexts_a01_grossraumwagon_portemonnaie_ex_1_st_2;I suppose the previous owner bought himself a newer one. This one still works just fine, though!
texts_a01_grossraumwagon_schloss_kabine_archaeologe_mo_ex_1;Examine the lock
texts_a01_grossraumwagon_schloss_kabine_archaeologe_mo_use_1;Open the lock with the hairpin
texts_a01_grossraumwagon_schloss_kabine_archaeologe_mo_use_1__2;Try to open the lock
texts_a01_grossraumwagon_schloss_kabine_archaeologe_mo_used_mit_schlussel;Use the key on the compartment lock
texts_a01_grossraumwagon_schloss_kabine_archaeologe_mo_used_mit_zange;Open the lock with the pliers
sequences_a01_grossraumwagon_schloss_kabine_archaeologe_ex_1#1;[Ohi kneels down, looking at the lock exactly.]
spokentexts_a01_grossraumwagon_schloss_kabine_archaeologe_ex_1_st_2;You can easily lock the compartment door from inside by turning a little knob.
spokentexts_a01_grossraumwagon_schloss_kabine_archaeologe_ex_1_st_3;But I didn't lock it!
sequences_a01_grossraumwagon_schloss_kabine_archaeologe_ex_1#5;[Ohi stands Again.]
sequences_a01_grossraumwagon_schloss_kabine_archaeologe_ex_1#6;[Ohi looks at the professor.]
spokentexts_a01_grossraumwagon_schloss_kabine_archaeologe_ex_1_st_4_direction;amused, slightly reproachful
spokentexts_a01_grossraumwagon_schloss_kabine_archaeologe_ex_1_st_4;Professor.
spokentexts_a01_grossraumwagon_schloss_kabine_archaeologe_ex_1_st_5;If you had locked the door from in there, you wouldn't be out here.
spokentexts_a01_grossraumwagon_schloss_kabine_archaeologe_ex_1_st_6_direction;embarrassed
spokentexts_a01_grossraumwagon_schloss_kabine_archaeologe_ex_1_st_6;Er, that's true.
spokentexts_a01_grossraumwagon_schloss_kabine_archaeologe_ex_2_st_1;The door is locked.
spokentexts_a01_grossraumwagon_schloss_kabine_archaeologe_ex_2_st_2;I'm at a loss without a key or a proper tool.
sequences_a01_grossraumwagon_schloss_kabine_archaeologe_use_1#3;[Ohi tries to turn the bolt with his bare hands, he then give up.]
spokentexts_a01_grossraumwagon_schloss_kabine_archaeologe_use_1_st_2_direction;end with effort
spokentexts_a01_grossraumwagon_schloss_kabine_archaeologe_use_1_st_2;I don't believe that someone...
spokentexts_a01_grossraumwagon_schloss_kabine_archaeologe_use_1_st_3;It's no use.
spokentexts_a01_grossraumwagon_schloss_kabine_archaeologe_use_1_st_4;The bolt is too short to get a good grip on it.
spokentexts__seq_a01_grossraumwagon_schloss_kabine_archaeologe_use_2_st_3;But it should work with the pliers from the toolbox.
spokentexts_a01_grossraumwagon_schloss_kabine_archaeologe_use_mit_haarnadel_1_st_1;It doesn't work with this kind of lock.
spokentexts_a01_grossraumwagon_schloss_kabine_archaeologe_use_mit_haarnadel_1_st_2;I need something to turn the pin.
spokentexts_a01_grossraumwagon_tuer_zur_kabine_archaeologe_used_mit_schluessel_st_1;No, that's a totally different key. This one is made for a padlock.
spokentexts_a01_grossraumwagon_tuer_zur_kabine_archaeologe_used_mit_schluessel_st_2;I need a big key with a square indentation or a proper tool for the compartment door!
spokentexts_a01_grossraumwagon_schloss_kabine_archaeologe_used_mit_zange_st_1;I bet I could really get a grip on the bolt with these.
spokentexts_a01_grossraumwagon_schloss_kabine_archaeologe_used_mit_zange_st_3_direction;excited, jostling
spokentexts_a01_grossraumwagon_schloss_kabine_archaeologe_used_mit_zange_st_3;Well come on then, hurry up!
sequences_a01_grossraumwagon_schloss_kabine_archaeologe_used_mit_zange#2;"[Ohi uses the tongs. Then he turns it and with a ""clack"" the lock opens. Ohi put the tongs back into his pocket, then he presses down the handle and pushes the door wide open. But he is not in the cabin.]"
